Wormbase_Id,gene_name,ID,sequence_1,control_OP50_1,control_OP50_2,sams_1_OP50_1,sams_1_OP50_2,padj,log2FoldChange,pvalue,foldChange,log10padj
WBGene00015178,,B0416.2,B0416.2,3.138455367,6.556975061,33.17563027,18.32280806,0.168477187,1.399395651,0.088483154,3,0.773458897
WBGene00003517,nac-1,F31F6.6,F31F6.6,139.4578079,136.860603,428.6981195,433.8961154,0.002168422,1.399060208,0.000208308,3,2.663856194
WBGene00011351,,T01H3.5,T01H3.5,7.243498289,8.434240723,24.15035654,46.73779355,0.143807049,1.398601127,0.071738639,3,0.842219825
WBGene00016180,,C28C12.4,C28C12.4,43.14260075,55.02853909,95.6151992,237.1590377,0.038259153,1.397826632,0.011242323,3,1.417264646
WBGene00000692,col-118,T11B7.3,T11B7.3b,269.5926789,268.2127693,626.9844723,1052.203079,0.001484402,1.397332361,0.000134042,3,2.828448594
WBGene00015100,,B0280.2,B0280.2,28.18107033,12.16479861,82.20743052,65.3721452,0.087888239,1.396379732,0.036887446,3,1.056069236
WBGene00019782,,M60.7,M60.7,32.88433541,34.01712119,65.42317875,166.8729333,0.056439079,1.396284494,0.020057123,3,1.248420085
WBGene00045405,,D1086.18,D1086.18,3.146793621,9.411756677,18.11701289,44.68543738,0.16285002,1.396095338,0.08453869,3,0.788212184
WBGene00007740,,C26C6.6,C26C6.6,0.027209093,0,4.030144062,19.24257814,1,1.395756627,0.082956805,3,NA
WBGene00008794,,F14D7.7,F14D7.7,10.31055253,6.512450027,37.50607619,37.53545181,0.138440259,1.39573767,0.068109004,3,0.858737597
WBGene00219709,linc-37,K02F3.14,WBGene00219709,1.066838225,1.820950986,13.07072504,15.22778887,0.186110503,1.394950786,0.100858397,3,0.730229117
WBGene00021909,,Y55B1BL.1,Y55B1BL.1,397.6804867,452.885022,987.2781847,1641.047556,0.000713695,1.394244285,5.57E-05,3,3.146487134
WBGene00010375,,H09F14.1,H09F14.1e,7.24995021,11.29504199,31.18895725,47.77400498,0.134508284,1.393924303,0.065491362,3,0.871250969
WBGene00018148,,F37C4.8,F37C4.8a,1.061836417,0,4.031587619,21.27301781,1,1.393892715,0.09349193,3,NA
WBGene00004368,ric-19,C32E8.7,C32E8.7,70.79833774,64.52342989,225.400595,207.7484656,0.013331449,1.392703967,0.002319267,3,1.875122631
WBGene00019160,,H05L03.3,H05L03.3.2,760.410441,918.352932,2039.976706,3091.777668,0.000190636,1.392144279,1.19E-05,3,3.719795971
WBGene00002252,lat-2,B0286.2,B0286.2a,82.08802155,114.9986323,249.5766876,373.7331411,0.008884991,1.392077601,0.001314562,3,2.051343005
WBGene00003540,nas-21,T11F9.5,T11F9.5,8.255564727,4.619771957,26.1539861,35.56764491,0.156082806,1.391971762,0.080009972,3,0.806644935
WBGene00000989,dhs-26,ZK816.5,ZK816.5,4.157014529,4.646661684,24.13381467,23.37789111,0.172075019,1.391307556,0.091012594,3,0.764282174
WBGene00012280,,W05E10.1,W05E10.1,34.93349409,35.03241363,72.46548303,169.9372955,0.051954552,1.390711661,0.017791875,3,1.284376392
WBGene00017719,ldp-1,F22F7.1,F22F7.1b,5231.981344,4607.764172,11299.94148,18962.0293,0.000224137,1.390429241,1.43E-05,3,3.64948631
WBGene00044180,,C47E8.11,C47E8.11,7.256836897,13.19299251,16.11724392,75.17622701,0.146170869,1.389959293,0.073234912,3,0.835139171
WBGene00013495,clec-236,Y70C5C.5,Pseudogene:Y70C5C.5,1.066046712,0,1.117898486,28.35746464,0.174865355,1.389801022,0.092895967,3,0.757296227
WBGene00008498,,F01D5.8,F01D5.8b,28.16937415,42.22072917,141.0714421,92.77715535,0.045782578,1.389763741,0.014794598,3,1.339299753
WBGene00013844,fbxa-50,ZC47.13,ZC47.13b,4.220194849,8.455185139,40.21572044,20.36660232,0.161665611,1.38923437,0.083803605,3,0.791382352
WBGene00009056,,F22D6.15,F22D6.15,31.87586114,53.14609235,85.5496075,203.5496042,0.047069481,1.388864905,0.015449642,3,1.327260591
WBGene00003697,nhr-107,C33G8.11,C33G8.11.2,50.32453176,82.65110137,165.0413828,263.7022483,0.020991803,1.387651734,0.004555276,3,1.677950254
WBGene00010977,,R02D5.3,R02D5.3,39.04325985,54.08980288,152.943454,149.6743176,0.026955265,1.385906996,0.006687445,3,1.569356395
WBGene00013424,,Y66A7A.4,Y66A7A.4,8.266300111,7.473295493,17.11669204,55.86173197,0.153880247,1.385554959,0.078423134,3,0.812817126
WBGene00000728,col-155,F55C10.3,F55C10.3,728.4212892,544.7431456,1466.983192,2477.711703,0.001085093,1.385530058,9.21E-05,3,2.964533235
WBGene00000951,deg-3,K03B8.9,K03B8.9.1,26.74815645,43.63151859,83.52831327,155.7045408,0.049768584,1.385484455,0.016736556,3,1.303044713
WBGene00003982,pes-9,R11H6.1,R11H6.1.1,2005.35695,2062.48357,4805.587863,7583.490912,0.00013379,1.38514077,7.93E-06,3,3.873575978
WBGene00007724,,C25F9.4,C25F9.4,127.9721759,102.066667,315.9620592,403.9414758,0.005854586,1.384422111,0.00073078,3,2.232503817
WBGene00015182,,B0416.7,B0416.7b,27.77018841,41.72432038,91.57287661,142.4848763,0.045643722,1.384348116,0.014724238,3,1.340618948
WBGene00019589,,K09F6.6,K09F6.6,150.6991916,67.32757545,296.8737061,412.4530905,0.017740874,1.384309489,0.003508592,3,1.751024988
WBGene00008770,,F13G3.12,F13G3.12,39.02574451,32.16644572,87.3309559,156.5740361,0.046029504,1.38369845,0.014911875,3,1.336963704
WBGene00004173,pqn-94,ZC15.8,ZC15.8,526.7960535,769.8805666,1661.562378,2266.598594,0.000315498,1.383009563,2.13E-05,3,3.501003887
WBGene00017398,slc-17.6,F12B6.2,F12B6.2e,70.78850096,112.4326126,278.7260064,292.1337227,0.009960949,1.382819818,0.001529177,3,2.001699268
WBGene00015970,,C18E3.1,C18E3.1,12.38911422,19.84171292,24.169836,104.7031827,0.121257231,1.382638191,0.056995032,3,0.916292353
WBGene00020972,trpl-2,W03B1.2,W03B1.2,57.46624248,40.71795679,183.123127,138.5005911,0.029103635,1.382517957,0.007532367,3,1.536052769
WBGene00000671,col-96,Y41C4A.19,Y41C4A.19,443.2884425,398.5135508,876.3897624,1735.816558,0.00233895,1.382229071,0.000227879,3,2.630979086
WBGene00013313,,Y57G11C.18,Y57G11C.18,33.5146775,16.75659856,68.36621273,109.7334259,0.075486788,1.382173533,0.029750262,3,1.122129054
WBGene00011579,,T07D4.2,T07D4.2c.1,133.3170317,157.8169282,365.3127416,536.7352947,0.003697731,1.381738035,0.000407014,3,2.432064729
WBGene00003100,mab-3,Y53C12B.5,Y53C12B.5b,12.50297766,6.501500755,27.08091485,56.65423341,0.141912777,1.381486045,0.070389089,3,0.847978502
WBGene00018031,,F35B3.4,F35B3.4,5.233979792,42.73809946,49.32185917,137.3216456,0.120427684,1.381427909,0.056463305,3,0.919273666
WBGene00011102,,R07E3.1,R07E3.1b.2,610.7972246,511.872793,998.3659958,2536.473843,0.005610887,1.381174537,0.000690276,3,2.250968475
WBGene00009887,glb-17,F49E2.4,F49E2.4b,11.32779081,4.605271314,31.18421601,40.66000138,0.151034642,1.379160398,0.076579759,3,0.82092343
WBGene00011212,,R10E8.6,R10E8.6,120.910885,72.51428053,255.6724981,358.9906059,0.013604417,1.378797883,0.002389127,3,1.866320058
WBGene00010813,pitp-1,M01F1.7,M01F1.7,437.6417092,492.8621401,926.9039249,1948.678106,0.002608472,1.378297217,0.00026206,3,2.58361377
WBGene00018283,sulp-3,F41D9.5,F41D9.5,18.52609965,17.9203457,53.3283528,79.34213865,0.087432324,1.377237664,0.036647338,3,1.05832798
WBGene00199541,,Y41E3.460,Y41E3.460,7.581408913,4.965030219,15.81538259,45.51171236,0.169767859,1.376996114,0.089392484,3,0.770144528
WBGene00002110,ins-27,ZC334.11,ZC334.11.2,126.1336581,114.0105436,268.7067675,487.8042322,0.009180696,1.376775804,0.001372828,3,2.037124398
WBGene00022389,pde-6,Y95B8A.10,Y95B8A.10a,445.5529333,417.4620621,1177.031732,1431.447163,0.000203229,1.376350732,1.28E-05,3,3.692013572
WBGene00013555,fbxa-89,Y75B8A.21,Y75B8A.21,17.49087604,12.20375793,50.30288319,62.04833671,0.103545973,1.37604972,0.046257166,3,0.984866787
WBGene00003750,nlp-12,M01D7.5,M01D7.5,146.6320107,148.2844767,326.0723092,594.7719085,0.006598117,1.375890034,0.000853441,3,2.18058002
WBGene00013623,fbxa-90,Y102A5C.19,Y102A5C.19,42.09034388,27.39798398,129.7879124,103.8575155,0.046794385,1.375251425,0.015310044,3,1.329806257
WBGene00022181,pho-9,Y71H2AM.16,Y71H2AM.16,71.83959613,101.6780109,274.7166187,264.7926512,0.009954036,1.374938491,0.001527499,3,2.002000794
WBGene00019780,,M60.4,M60.4b.3,661.0139534,727.9744989,1951.398698,2212.634068,5.36E-05,1.374862545,2.76E-06,3,4.271054409
WBGene00011128,,R07H5.8,R07H5.8,8480.128235,7443.380262,18481.66753,29850.56156,0.000192081,1.374734992,1.20E-05,3,3.716516533
WBGene00015469,,C05D2.8,C05D2.8,523.7115388,589.0030926,1368.700989,1995.598141,0.000277924,1.374666588,1.84E-05,3,3.556073415
WBGene00006310,sul-3,C54D2.4,C54D2.4a,35.96998503,52.18957282,111.7017764,177.1163657,0.035561907,1.374649991,0.010120873,3,1.449014954
WBGene00006632,tsp-6,C14A11.1,C14A11.1,9.295304411,10.33214664,32.19518819,48.79362597,0.135606018,1.374559638,0.066277599,3,0.867721036
WBGene00016187,,C28G1.2,C28G1.2,11.34928977,13.18314727,50.29257937,44.76766028,0.118012206,1.374308463,0.054913891,3,0.928073073
WBGene00002065,iff-2,F54C9.1,F54C9.1.2,4371.27324,3936.700843,9781.269008,15381.09368,0.000159398,1.373918313,9.69E-06,3,3.797516836
WBGene00001147,eat-18,Y105E8A.7,Y105E8A.7c,3.101549585,2.757492492,22.03335171,13.42929173,0.192228008,1.373676537,0.105269704,3,0.716183334
WBGene00000733,col-160,F57B1.4,F57B1.4.2,26342.01681,20659.85913,53063.51996,90290.72012,0.000422395,1.372844621,2.99E-05,3,3.374281612
WBGene00023407,cex-1,F56D1.6,F56D1.6,53.39830733,87.41252593,190.1941039,254.5593378,0.018264835,1.372788345,0.0036831,3,1.738384252
WBGene00013492,,Y70C5C.1,Y70C5C.1,58.50169377,54.05677973,127.8105514,238.2149758,0.027959701,1.372155802,0.007080467,3,1.55346747
WBGene00016097,,C25E10.8,C25E10.9a,63.37305164,108.6256713,145.2565237,411.3511658,0.032169759,1.371789008,0.008728801,3,1.492552193
WBGene00010988,metr-1,R03D7.1,R03D7.1,6520.990597,5500.615152,15247.06452,20992.45445,7.52E-05,1.371686196,4.11E-06,3,4.123966595
WBGene00007743,,C26C6.9,C26C6.9,173.2734453,177.7938885,437.7738413,638.6118897,0.002590408,1.371111912,0.000259442,3,2.586631893
WBGene00012968,,Y48A6B.7,Y48A6B.7,441.7317506,412.8913677,935.9550283,1680.778656,0.00148645,1.370822744,0.000134319,3,2.827849727
WBGene00017637,,F20D6.8,F20D6.8,31.52850459,31.86970438,69.36222792,145.2218131,0.05965433,1.370632886,0.021628623,3,1.22435803
WBGene00019869,cnnm-2,R04E5.2,R04E5.2,130.2275939,108.2953927,328.0682888,410.4348106,0.005550367,1.36983522,0.000679735,3,2.255678324
WBGene00005653,srr-2,T26H2.8,T26H2.8,4.17083929,9.409967917,24.14572578,38.61052282,0.16436956,1.369754081,0.085561818,3,0.784178607
WBGene00001465,flr-1,F02D10.5,F02D10.5,83.0941584,73.08496496,177.1235244,320.7334518,0.018158289,1.369593104,0.00365087,3,1.740925084
WBGene00010256,hrg-3,F58E6.7,F58E6.7,16.47296331,15.15373497,53.89406417,63.4587394,0.09908882,1.369487162,0.043498365,3,1.003975342
WBGene00003446,msp-53,R13H9.4,R13H9.4,0.113504484,13.75842249,161.4660378,773.0323965,0.169866334,1.368621905,0.08945699,3,0.769892686
WBGene00001396,fat-4,T13F2.1,T13F2.1a.1,3831.090752,3840.696453,9554.962811,13414.10797,5.01E-05,1.368474692,2.55E-06,3,4.300594938
WBGene00022621,,ZC477.7,ZC477.7b,3.123769782,0,2.760800136,37.50174824,0.192209154,1.368027874,0.105235554,3,0.716225934
WBGene00011974,xbx-5,T24A11.2,T24A11.2,63.63816079,80.72735145,148.9499294,313.5828578,0.024297278,1.367666342,0.005679984,3,1.614442377
WBGene00004061,pmp-4,T02D1.5,T02D1.5,178.3828184,132.0803837,414.6213668,543.8834056,0.00433447,1.367538275,0.000494259,3,2.363063963
WBGene00044442,,T08A9.13,T08A9.13,5.167687179,0.843378312,19.10583657,21.33223938,0.193021119,1.367201962,0.105835627,3,0.71439517
WBGene00008936,papl-1,F18E2.1,F18E2.1b,942.7845906,834.5636363,2131.560131,3234.405238,0.000312245,1.366153358,2.11E-05,3,3.50550449
WBGene00018200,btb-17,F39E9.11,F39E9.11,39.79857559,38.96467017,101.4355264,156.5032211,0.040461367,1.365922102,0.012224925,3,1.39295945
WBGene00014252,,ZK1320.2,ZK1320.2,941.7651585,934.5189921,2100.467436,3571.597522,0.000501223,1.365746233,3.68E-05,3,3.299969221
WBGene00012857,pbo-5,Y44A6E.1,Y44A6E.1b,44.16199221,52.17492207,121.7651464,189.3432637,0.030722545,1.365606855,0.008153258,3,1.512542811
WBGene00010001,,F53F8.4,F53F8.4,128.2000604,180.6767184,351.2298412,598.8578832,0.006608477,1.365184635,0.000856393,3,2.179898644
WBGene00000016,abf-5,T22H6.5,T22H6.5,51.3286293,50.25799826,143.8971632,181.2214393,0.025427063,1.365098495,0.006109744,3,1.594703795
WBGene00009562,flp-22,F39H2.1,F39H2.1.2,137.415218,161.6244756,341.1655915,579.5022006,0.005871826,1.364972179,0.000734024,3,2.231226809
WBGene00045013,,F08A7.1,F08A7.1a,15.4726104,32.23367197,75.46056857,89.55175742,0.077082929,1.364783566,0.030649346,3,1.113041794
WBGene00045177,,T21D12.14,T21D12.14,1.077504515,4.671109736,15.0879312,23.35027468,0.195000242,1.364307175,0.107174599,3,0.709964849
WBGene00009865,,F49B2.6,F49B2.6,46.21987279,68.37145671,163.0175413,199.5619531,0.02324606,1.364193071,0.005278808,3,1.633650645
WBGene00015192,,B0432.11,B0432.11,0.02991506,0,1.016154184,25.31111733,1,1.364009983,0.088518666,3,NA
WBGene00194935,,M02G9.4,M02G9.4b,0.027211592,0,3.025694687,20.25189004,1,1.363613934,0.088906663,3,NA
WBGene00021948,kvs-5,Y55F3C.3,Y55F3C.3c,202.9757295,154.9265988,502.1736601,591.7813202,0.002718438,1.363608211,0.000274792,3,2.565680565
WBGene00021492,comt-5,Y40B10A.7,Y40B10A.7,6.224441489,11.30429117,31.18611758,42.69423189,0.149501337,1.363256857,0.07544096,3,0.825354924
WBGene00011436,,T04F3.1,T04F3.1a,1435.632627,1029.680037,3507.304263,3901.743034,0.000225806,1.361527958,1.45E-05,3,3.646264053
WBGene00016150,hint-3,C26F1.7,C26F1.7b,401.7826822,527.1488099,1375.727462,1382.363602,0.000211389,1.361084614,1.34E-05,3,3.67491806
WBGene00045456,,C10A4.9,C10A4.9b,8.254709818,4.621004467,22.13504137,38.60418218,0.16872166,1.360795454,0.088653377,3,0.772829159
WBGene00022478,fbxa-35,Y119D3A.3,Y119D3A.3,0.026955584,0,9.02930329,13.95176305,1,1.360271702,0.089783532,3,NA
WBGene00005647,srp-6,C03G6.19,C03G6.19,293.2390005,288.2051215,750.1183558,999.978997,0.000726269,1.359940334,5.69E-05,3,3.138902783
WBGene00010116,,F55F3.2,F55F3.2a,89.24551264,82.60423841,154.9953808,397.0915759,0.026289929,1.359630641,0.006431134,3,1.58021058
WBGene00019674,,K12C11.3,K12C11.3b,28.78946553,37.91292513,96.59740904,123.1571243,0.048070159,1.359438018,0.015944933,3,1.318124442
WBGene00019913,,R06B10.2,R06B10.2,27.64684715,23.14696017,46.34391087,130.2103751,0.086770239,1.359306585,0.036204856,3,1.061629206
WBGene00001243,elo-5,F41H10.7,F41H10.7b.1,4552.787677,5022.355386,12319.28026,16029.9037,2.66E-05,1.359300516,1.25E-06,3,4.575205291
WBGene00016281,,C31B8.4,C31B8.4,2.116192018,8.472803239,24.13906585,29.46937762,0.182283224,1.358419383,0.098287205,3,0.739253299
WBGene00022375,,Y94H6A.2,Y94H6A.2,7.230807861,4.626264453,18.11455532,39.60728522,0.174865355,1.357718116,0.092895551,3,0.757296227
WBGene00004925,snt-5,R12A1.2,R12A1.2,126.1377346,131.1576216,325.0552065,461.354618,0.005322195,1.35769971,0.000644957,3,2.273909227
WBGene00022706,,ZK354.3,ZK354.3,44.1580734,43.56353424,61.68085173,237.9290111,0.067011778,1.357385016,0.0253594,3,1.173848858
WBGene00008356,nspc-20,D1025.4,D1025.4,425.6170595,571.2414347,1344.678776,1609.897255,0.000265743,1.356236484,1.74E-05,3,3.575537552
WBGene00008436,,DH11.2,DH11.2,462.2265483,466.2051887,1183.518155,1587.089482,0.000300901,1.356017107,2.02E-05,3,3.521576221
WBGene00045484,,F34D10.9,F34D10.9,20.59991373,36.97210083,39.26857076,167.8432245,0.0965675,1.355844622,0.042080328,3,1.01516901
WBGene00002038,hum-5,T02C12.1,T02C12.1,807.5359369,827.9149234,2014.81376,2853.400662,0.000177313,1.355303676,1.10E-05,3,3.751259638
WBGene00009125,,F25H5.2,F25H5.2,2.107292188,4.657936321,7.055026912,36.51643213,0.197138103,1.355173184,0.108813879,3,0.705229427
WBGene00004856,sma-2,ZK370.2,ZK370.2,47.2432361,67.60852643,158.2694412,202.6126169,0.02419127,1.354704678,0.005641881,3,1.616341327
WBGene00044296,,F10C1.9,F10C1.9b.1,222.4581403,226.335165,415.6526888,970.6568798,0.008790908,1.354365078,0.001292788,3,2.055966246
WBGene00011200,,R10E4.3,R10E4.3,5.205592966,12.25105664,10.0824081,72.10367919,0.173893511,1.35428043,0.09225463,3,0.759716625
WBGene00194654,,M05B5.7,M05B5.7,1.060742363,0,4.031121957,20.25964877,1,1.354086107,0.102212733,3,NA
WBGene00019742,nhr-202,M02H5.4,M02H5.4,43.15601891,87.43006714,169.0025579,243.3439912,0.027955143,1.353994244,0.007075848,3,1.553538278
WBGene00009968,fig-1,F53B7.5,F53B7.5b,398.6938892,365.2991771,915.8191955,1380.262811,0.000888996,1.353865858,7.26E-05,3,3.051100173
WBGene00018718,,F52H2.6,F52H2.6,387.4151802,293.8933536,742.7248839,1337.446741,0.003370161,1.35380751,0.000358843,3,2.4723493
WBGene00003716,nhr-126,F44C8.10,F44C8.10,75.91982106,66.42458281,162.0268452,288.1382744,0.021857985,1.353697554,0.004844385,3,1.660389879
WBGene00003721,nhr-131,T01G6.2,T01G6.2,66.69291177,54.04975929,167.04508,213.8177329,0.022155227,1.352663919,0.004932233,3,1.654523797
WBGene00003680,nhr-90,ZK488.2,ZK488.2,103.598782,121.6511816,295.8661792,390.0539485,0.006690755,1.352421875,0.000870814,3,2.17452485
WBGene00003711,nhr-121,E02H9.8,E02H9.8a.2,95.39908365,106.41781,250.5828474,368.6445374,0.009513791,1.351553646,0.001439854,3,2.021646414
WBGene00005903,srx-12,Y55F3AM.2,Y55F3AM.2,6.198280046,2.732441085,23.12961508,24.39040057,0.187397521,1.351536011,0.101904298,3,0.727236158
WBGene00044132,,C23H4.8,C23H4.8,5.177077272,3.690166109,25.13730809,21.3510925,0.186858385,1.351465428,0.101493266,3,0.728487408
WBGene00044291,,C25F9.10,C25F9.10a,38.04065322,56.57142937,113.3446485,189.7321099,0.037891997,1.351266298,0.011054083,3,1.421452504
WBGene00008599,,F09A5.2,F09A5.2,47.24169075,65.51339154,180.1154489,172.0906733,0.024074408,1.350289488,0.005600453,3,1.618444377
WBGene00012339,,W07G4.5,W07G4.5,434.5610851,438.6008218,990.2974015,1625.771098,0.001042646,1.349598855,8.79E-05,3,2.981862985
WBGene00003906,paf-1,W03G9.6,W03G9.6,0.039975988,3.721551263,9.059715568,26.36926293,0.201813707,1.349190991,0.112170147,3,0.695049339
WBGene00003757,nlp-19,K09C8.6,K09C8.6,4.175124878,11.3162042,22.13983863,46.73300954,0.168548615,1.348966986,0.088531113,3,0.773274812
WBGene00001247,elo-9,Y53F4B.2,Y53F4B.2,111.7981145,134.9775617,276.7564422,478.645059,0.00940155,1.348759483,0.001417079,3,2.026800554
WBGene00004321,rcan-1,F54E7.7,F54E7.7,517.5635191,592.814234,1262.027078,2047.539948,0.000734978,1.348754516,5.78E-05,3,3.133725708
WBGene00020046,best-16,R13A1.9,R13A1.9,17.48285765,9.346087461,51.30220382,50.86788961,0.123760594,1.34769518,0.058537611,3,0.907417615
WBGene00004423,rpl-11.2,F07D10.1,F07D10.1,7004.633994,7002.734608,13499.52729,28600.93893,0.001413772,1.347514063,0.000125649,3,2.849620717
WBGene00005832,srw-85,C25F9.1,C25F9.1c,5.230354391,37.90302538,49.31565791,109.8511033,0.131079752,1.345742595,0.063269235,3,0.882464389
WBGene00013968,,ZK287.9,ZK287.9,49.28642838,56.92922912,97.62919246,247.3467619,0.043626357,1.345456772,0.01375981,3,1.360251049
WBGene00000032,abu-9,R09F10.2,R09F10.2,6.736068449,5.202295214,0.01711839,80.55184943,0.203698076,1.3453787,0.113423077,3,0.691013073
WBGene00013923,ghi-1,ZK20.1,ZK20.1,103.6061782,144.5078932,259.6520381,501.0420393,0.01308768,1.343953007,0.00225178,3,1.883137336
WBGene00013755,fbxa-115,Y113G7B.3,Y113G7B.3,61.57561878,59.77446637,215.3283646,162.8198526,0.023337491,1.343492686,0.005322713,3,1.631945827
WBGene00008809,cyp-13A11,F14F7.2,F14F7.2,0.028503241,1.223754994,7.725756567,15.62322481,1,1.343104527,0.10436725,3,NA
WBGene00022860,,ZK1193.4,ZK1193.4,28.75467475,13.12759813,69.42080789,79.36984121,0.094368012,1.342752379,0.04071832,3,1.025175193
WBGene00004999,spp-14,K09F5.3,K09F5.3.2,4572.117455,5612.969972,10132.51638,20170.25821,0.001102019,1.342331958,9.38E-05,3,2.957810881
WBGene00019597,,K09H9.5,K09H9.5,62.60308128,64.53693695,159.0006769,237.2281757,0.022354765,1.341535814,0.004989091,3,1.6506299
WBGene00019592,,K09F6.9,K09F6.9,165.9916716,118.4400326,329.2280904,538.1374105,0.009513791,1.340604971,0.001440183,3,2.021646414
WBGene00017586,,F19B10.4,F19B10.4,2.097199982,2.763874256,20.10316222,13.22103749,0.204855114,1.340362024,0.114228786,3,0.688553189
WBGene00003659,nhr-69,T23H4.2,T23H4.2,264.4646962,255.8429096,680.3118924,863.7798681,0.001014632,1.340246414,8.47E-05,3,2.993691283
WBGene00018067,npr-7,F35G8.1,F35G8.1,5.21172546,17.98328245,34.21118463,57.94702138,0.149482498,1.340114824,0.07540366,3,0.825409653
WBGene00009493,hrg-4,F36H1.5,F36H1.5b,22.64237027,35.07249229,85.52592748,104.8280034,0.063672365,1.339916762,0.023694755,3,1.196049019
WBGene00021690,,Y48G8AL.12,Y48G8AL.12,5.227071761,30.86285401,25.75141987,117.8842812,0.150919424,1.339780333,0.076508845,3,0.821254862
WBGene00003733,nhx-5,F57C7.2,F57C7.2b,360.7755412,297.7106992,939.9566266,1010.506279,0.000700096,1.339545741,5.44E-05,3,3.154842432
WBGene00021044,,W05H7.1,W05H7.1,306.4825822,344.3782098,780.959679,1147.99105,0.001054524,1.339461325,8.89E-05,3,2.976943593
WBGene00022653,,ZK105.1,ZK105.1,605.6800071,634.6882891,1308.327128,2386.769572,0.001402526,1.339371335,0.000124215,3,2.853088959
WBGene00019405,,K05F1.1,K05F1.1,18.53323295,23.64546676,63.38748637,81.39654833,0.086048256,1.33914875,0.035773889,3,1.065257926
WBGene00044284,spp-21,T25C12.4,T25C12.4,1.058437803,0,12.06012838,10.15486,1,1.3387807,0.106444093,3,NA
WBGene00013809,,Y116A8C.33,Y116A8C.33,33.90203063,32.18342772,100.6184625,114.0046742,0.051110589,1.338000123,0.017377917,3,1.291489117
WBGene00020616,,T20D4.10,T20D4.10,4.155307365,4.650286571,22.12394416,23.37375439,0.192448534,1.337755611,0.105402398,3,0.715685392
WBGene00175035,,F54C9.14,F54C9.14,17.50286748,16.96603974,24.17064805,107.7583339,0.131035695,1.337486101,0.063215485,3,0.882610382
WBGene00021235,,Y19D10B.6,Y19D10B.6,43.06876838,34.95949112,104.4605345,142.8301017,0.045874584,1.337106264,0.014835673,3,1.33842786
WBGene00013969,tep-1,ZK337.1,ZK337.1a.1,1086.236169,1000.594298,2475.147265,3676.553229,0.000304051,1.336831785,2.04E-05,3,3.517053404
WBGene00006588,tnt-3,C14F5.3,C14F5.3d,2239.985094,1673.147382,5510.055542,5998.359504,0.000171687,1.336003435,1.06E-05,3,3.765262959
WBGene00006784,unc-49,T21C12.1,T21C12.1b,175.7480974,164.1577283,354.6061461,673.3451449,0.008141973,1.334766839,0.001164148,3,2.089270321
WBGene00011293,,R102.6,R102.6,8.26940313,10.34195433,42.23914005,32.56007578,0.153880247,1.334460925,0.078418729,3,0.812817126
WBGene00001055,dpf-2,C27C12.7,C27C12.7,200.9267629,160.6434596,484.06106,596.870157,0.003301314,1.334285848,0.00035008,3,2.481313209
WBGene00043988,,AC8.10,AC8.10,30.82631414,28.85383142,78.99166307,117.0290033,0.062814211,1.333773923,0.023264718,3,1.201942092
WBGene00007075,,AC8.3,AC8.3,30.82631414,28.85383142,78.99166307,117.0290033,0.062814211,1.333773923,0.023264718,3,1.201942092
WBGene00015059,,B0228.1,B0228.1,133.3232584,193.0573832,381.4185975,594.7983046,0.006470963,1.333717299,0.000833786,3,2.189031069
WBGene00050875,bah-1,ZK1025.7,ZK1025.7,2.093976608,1.813073089,20.10007818,10.93838134,0.208168274,1.33368201,0.116901936,3,0.681585459
WBGene00019090,,F59A7.2,F59A7.2,39.04211776,54.09313987,107.6804173,188.3115626,0.041244829,1.333662712,0.012635685,3,1.384630492
WBGene00012624,fbxa-150,Y38H6C.11,Y38H6C.11,88.22960833,111.1905623,311.9518175,286.195196,0.009180696,1.333445718,0.001372979,3,2.037124398
WBGene00011305,,R186.1,R186.1,39.03121235,40.75067244,96.60778922,159.7965698,0.046097608,1.333412697,0.014942082,3,1.336321614
WBGene00004974,spe-29,F25H8.7,F25H8.7,7.255444567,14.15620292,22.14797998,65.03085287,0.156811821,1.33326993,0.08049058,3,0.804621201
WBGene00015148,hpo-28,B0336.11,B0336.11a,96.43406965,138.8004376,235.500766,483.7155269,0.016926285,1.333159126,0.003271961,3,1.771438339
WBGene00002050,ifa-1,F38B2.1,F38B2.1a.2,955.0947404,1228.674143,2597.525694,3781.489644,0.000292718,1.332988066,1.95E-05,3,3.533550259
WBGene00019720,,M01H9.4,M01H9.4h,77.05783991,91.49215144,202.2775807,311.1731429,0.015967178,1.331676691,0.002998485,3,1.796771843
WBGene00012443,,Y15E3A.4,Y15E3A.4,356.6864208,359.5976847,769.8975023,1359.86497,0.002363209,1.331528529,0.000230975,3,2.626497788
WBGene00003687,nhr-97,H27C11.1,H27C11.1a,1401.824937,1198.177696,3782.049014,3795.810384,8.97E-05,1.331455712,5.03E-06,3,4.047128963
WBGene00016894,,C53B7.3,C53B7.3c,200.9815872,372.4947416,668.4555941,1029.84905,0.005240352,1.331237441,0.000630726,3,2.280639523
WBGene00021709,ugt-29,Y49C4A.8,Y49C4A.8a.2,180.0111479,174.9477429,473.5538953,577.9644289,0.002538012,1.331047577,0.000252462,3,2.595506401
WBGene00010998,,R03G8.3,R03G8.3,80.02318139,81.66741515,207.3047404,285.1195497,0.015023342,1.330386063,0.00275234,3,1.823233449
WBGene00003514,myo-2,T18D3.4,T18D3.4,3750.612949,4823.366332,11238.93815,13538.51597,4.60E-05,1.330046098,2.32E-06,3,4.337527238
