Wormbase_Id,gene_name,ID,sequence_1,control_OP50_1,control_OP50_2,sams_1_OP50_1,sams_1_OP50_2,padj,log2FoldChange,pvalue,foldChange,log10padj
WBGene00013477,,Y69E1A.5,Y69E1A.5,235.7075711,230.2706021,249.5961488,406.4043412,0.57602084,0.300868041,0.453783756,1,0.239561804
WBGene00017010,,D1007.15,D1007.15,438.5612975,317.7902954,580.6802361,479.8281363,0.538972211,0.30073701,0.415644947,1,0.268433626
WBGene00022128,,Y71F9B.6,Y71F9B.6e,0.034065165,10.50637186,0.008941514,20.46225388,0.789617589,0.300351378,0.705150284,1,0.102583186
WBGene00002207,sid-3,B0302.1,B0302.1b.2,1811.607934,1497.173936,2330.830066,2287.092399,0.439075516,0.300320257,0.315122062,1,0.35746078
WBGene00011398,qdpr-1,T03F6.1,T03F6.1,1031.874618,1141.230008,1441.169766,1578.022465,0.428836203,0.300063124,0.305195297,1,0.367708558
WBGene00014073,,ZK757.1,ZK757.1b,6.191351019,13.33490919,18.10421751,12.22815075,0.799707188,0.299422009,0.718769981,1,0.097069001
WBGene00001725,grl-16,Y65B4BR.6,Y65B4BR.6c,93.37930485,485.6406575,270.7369568,536.7850865,0.69407989,0.299212634,0.586919275,1,0.158590539
WBGene00007550,,C13C4.6,C13C4.6,27.29441305,32.03972638,42.82543985,42.34050196,0.751561678,0.299036132,0.657331168,1,0.124035372
WBGene00001331,erd-2,F09B9.3,F09B9.3,1860.803848,1760.866657,2513.99725,2517.330667,0.420321812,0.297830734,0.296722457,1,0.376418072
WBGene00012965,fipr-17,Y48A6B.4,Y48A6B.4,1.047799409,3.804523335,2.017389804,8.113673561,1,0.297765749,0.709763344,1,NA
WBGene00017332,ugt-37,F10D2.6,F10D2.6,16.42504928,18.04242265,19.12588238,32.54916394,0.782972694,0.297758737,0.696741366,1,0.106253384
WBGene00009709,fbxa-144,F44G3.8,F44G3.8c,4.126528432,6.646296517,12.63789538,6.132518349,0.805848937,0.297433494,0.726537619,1,0.093746362
WBGene00004213,ptp-1,C48D5.2,C48D5.2a,393.5153307,435.8970703,521.3167088,632.6010278,0.50040444,0.297418555,0.375871179,1,0.300678846
WBGene00003006,lin-17,Y71F9B.5,Y71F9B.5d,53.93564036,0,94.71386211,41.31836439,0.779801967,0.297061091,0.692759926,1,0.108015673
WBGene00007591,,C14H10.1,C14H10.1,558.4763228,561.524453,621.965163,942.2786402,0.509109279,0.296861359,0.384916275,1,0.293188987
WBGene00015040,cyp-34A5,B0213.10,B0213.10,15.05404315,11.9125043,17.10857844,22.38349692,0.793813726,0.296822818,0.710448482,1,0.100281396
WBGene00005468,srh-262,K10G4.7,Pseudogene:K10G4.7,3.092809902,3.781302045,2.019647209,11.15662729,1,0.296488007,0.721181755,1,NA
WBGene00011725,lips-5,T12A7.4,T12A7.4a,52.30160909,60.87613942,85.53227653,74.35811827,0.702140554,0.296441151,0.596395184,1,0.153575942
WBGene00013537,,Y73F8A.33,Pseudogene:Y73F8A.33,3.544237406,2.18705212,5.652880837,5.826930343,1,0.295892588,0.715721692,1,NA
WBGene00012463,,Y17G7B.10,Y17G7B.10a.1,1420.207127,1402.97288,1956.447267,1957.012134,0.428290641,0.295706274,0.304339256,1,0.368261416
WBGene00004257,pxn-2,K09C8.5,K09C8.5,179.3223601,127.4208058,218.3801952,212.8961803,0.615054554,0.295431751,0.496821693,1,0.211086362
WBGene00010597,,K06A4.7,K06A4.7,1874.133749,1957.921824,2301.6553,3019.549314,0.436863971,0.295262547,0.313020413,1,0.359653771
WBGene00009808,srm-4,F47B8.7,F47B8.7,0.016945814,3.815261401,3.020368637,6.089509292,1,0.295254423,0.695015698,1,NA
WBGene00023348,,T24E12.7,Pseudogene:T24E12.7,0.018526373,4.439491934,3.342499719,6.557622841,1,0.295254423,0.695015698,1,NA
WBGene00006822,unc-93,C46F11.1,C46F11.1a,31.8259157,51.40337064,49.31555203,69.22506614,0.735622518,0.295142652,0.636278144,1,0.133344985
WBGene00000622,col-45,F53G12.7,F53G12.7a,6.165200072,5.66954676,4.034062988,16.24104416,0.807884817,0.294580362,0.729124184,1,0.092650554
WBGene00008843,arrd-9,F15A4.9,F15A4.9,29.75449763,34.22300833,26.18026233,67.14458609,0.759381723,0.294542044,0.667696418,1,0.11953986
WBGene00003677,nhr-87,Y41D4B.7,Y41D4B.7,66.63787448,67.51704144,90.5710062,98.78719471,0.686617753,0.294514672,0.577848309,1,0.163284972
WBGene00007470,chil-5,C08H9.11,C08H9.11,10.89385553,3.847891374,12.07203264,11.85581243,0.807532299,0.2943833,0.728405645,1,0.092840098
WBGene00016488,,C36C9.5,C36C9.5,6.168722827,6.628861149,7.048518897,14.22398111,0.807844298,0.294376567,0.728937411,1,0.092672336
WBGene00007420,,C07E3.10,C07E3.10,4.125628931,6.648668675,7.045865917,11.17942132,0.808311497,0.293645998,0.729910041,1,0.092421244
WBGene00045458,,F17B5.8,F17B5.8,8.215007615,7.570609002,17.0939271,8.163929164,0.806798694,0.293645843,0.72759016,1,0.093234813
WBGene00015801,,C15H9.5,C15H9.5.2,612.7816153,612.9259432,855.4364869,842.4890739,0.474136941,0.293627709,0.348777896,1,0.324096206
WBGene00011326,,T01D3.1,T01D3.1b,191.6743958,260.7929271,296.8848566,330.0402733,0.568890467,0.293575622,0.445798243,1,0.244971344
WBGene00020075,math-35,R52.3,R52.3,80.71511205,102.5227072,101.4506344,155.6501167,0.668359956,0.293550814,0.556683573,1,0.174989579
WBGene00003072,lrp-2,T21E3.3,T21E3.3,1764.462747,1302.021637,2019.85499,2256.514903,0.47581113,0.293485348,0.350245354,1,0.322565403
WBGene00201991,,C07G1.14,C07G1.14,5.124248452,1.849690228,7.04000533,6.105859785,1,0.293332875,0.725747042,1,NA
WBGene00009397,clec-66,F35C5.9,F35C5.9,792.4799764,331.6921733,527.8548412,1077.901202,0.636168415,0.293005597,0.519895675,1,0.196427897
WBGene00011802,,T16G1.9,T16G1.9,1311.584209,1173.554964,1900.080315,1539.343213,0.469462249,0.292658505,0.344175329,1,0.328399325
WBGene00015618,,C08G5.6,C08G5.6,8.215050067,7.570527418,11.06931673,14.23858681,0.807607253,0.29198732,0.728523307,1,0.09279979
WBGene00012329,sre-44,W07G1.2,W07G1.2,7.185563737,5.662687938,9.056991774,12.20136792,0.809109036,0.291609609,0.731231978,1,0.091992949
WBGene00013753,,Y113G7A.16,Y113G7A.16,5.14289824,5.680780942,10.05776645,8.145528746,0.809521651,0.291483419,0.731855738,1,0.091771531
WBGene00007140,cyp-29A4,B0331.1,B0331.1,8.228859439,11.40255594,19.10845859,11.2150987,0.804990817,0.291282936,0.725412647,1,0.094209074
WBGene00019959,,R08E3.3,R08E3.3b,588.1853019,560.5645903,784.9895177,805.8091498,0.484325487,0.291125598,0.359178613,1,0.314862676
WBGene00015377,,C03B1.6,C03B1.6b,5.119294124,0.895907014,3.023288959,9.131740838,1,0.290906372,0.722973074,1,NA
WBGene00001145,eat-16,C16C2.2,C16C2.2b.2,639.4218456,633.865179,779.965072,985.087732,0.48732187,0.29040735,0.362403168,1,0.312184098
WBGene00003570,ncx-5,Y32F6B.2,Y32F6B.2,2.097019991,12.42036249,12.07163606,11.1968652,0.810330265,0.29009779,0.732837882,1,0.09133794
WBGene00005689,sru-26,T04A11.12,T04A11.12a,0.016947713,3.815251955,2.0163575,7.09870263,1,0.289737125,0.699071245,1,NA
WBGene00009999,srsx-35,F53F8.2,F53F8.2,0.016947713,3.815251955,2.0163575,7.09870263,1,0.289737125,0.699071245,1,NA
WBGene00044302,,F28E10.5,F28E10.5,0.019757506,4.705391088,2.680527645,8.095085085,1,0.289737125,0.699071245,1,NA
WBGene00015473,,C05D9.4,C05D9.4,5.124260126,1.849675247,5.032527205,8.126932115,1,0.289575172,0.728939737,1,NA
WBGene00195170,linc-61,T10C6.18,WBGene00195170,1.041333445,1.882981104,0.003858378,8.101099702,1,0.289254272,0.686700229,1,NA
WBGene00020196,,T03G11.3,T03G11.3,23.58547736,19.91810669,29.18308817,34.60712017,0.777321382,0.289085121,0.689929936,1,0.109399386
WBGene00007650,ugt-23,C17G1.3,C17G1.3b.1,480.5767998,368.2486757,489.1171428,695.7460824,0.550931319,0.288717758,0.427735769,1,0.258902538
WBGene00021598,,Y46E12BR.1,Y46E12BR.1,2.070107499,3.794717709,6.034108899,5.088891061,1,0.288379041,0.726218844,1,NA
WBGene00013289,tag-273,Y57G11A.1,Y57G11A.1e,646.5970842,661.4757139,840.9701927,967.1174183,0.479933921,0.288280944,0.354767392,1,0.318818554
WBGene00195363,,M01H9.6,M01H9.6,3.07787171,0.910519099,1.011696819,8.107727816,1,0.288273789,0.711572756,1,NA
WBGene00010760,,K10H10.4,K10H10.4a,0.053609612,23.91135149,10.07382377,28.4537966,0.811793207,0.288209499,0.734694574,1,0.090554587
WBGene00006986,zip-1,Y75B8A.35,Y75B8A.35a.2,255.9344478,254.8921129,327.0082409,380.7183353,0.558008059,0.288032856,0.434786323,1,0.253359528
